transaction_id,customer_id,transaction_amount,payment_status,failure_reason,payment_method,successful_payments,failed_payments,total_customer_spend,average_order_value,previous_recovery_attempts,previous_recovery_success,days_since_last_purchase,customer_tenure_days,recovered
txn_69766,cust_6776,21059.76,failed,insufficient_funds,debit_card,1,8,1546.92,1546.92,1,0,215,322,0
txn_68394,cust_4965,599.57,failed,card_declined,upi,40,5,10599.2,264.98,2,0,787,913,1
txn_17190,cust_1182,21679.99,failed,card_declined,upi,19,2,24423.93,1285.47,1,1,53,566,0
txn_94227,cust_7846,3614.76,failed,suspected_fraud,credit_card,30,2,22672.8,755.76,1,0,75,631,0
txn_64238,cust_8758,4766.54,failed,suspected_fraud,upi,37,1,15065.66,407.18,1,1,390,726,0
txn_80812,cust_6951,23275.64,failed,network_error,credit_card,26,2,42520.4,1635.4,1,0,51,137,1
txn_58695,cust_3224,24103.76,failed,insufficient_funds,debit_card,28,1,130419.52,4657.84,0,0,120,218,1
txn_95716,cust_7318,17840.5,failed,expired_card,netbanking,10,1,34129.299999999996,3412.9299999999994,0,0,606,876,0
txn_15842,cust_8122,16121.52,failed,insufficient_funds,credit_card,38,9,92425.12,2432.24,1,1,227,304,1
txn_95992,cust_6574,4691.27,failed,card_declined,debit_card,15,9,49815.450000000004,3321.03,2,1,100,898,0
txn_67505,cust_2772,9898.62,failed,authentication_failed,credit_card,27,6,88011.36,3259.68,0,0,2,3,0
txn_70948,cust_9547,7220.87,failed,insufficient_funds,credit_card,9,5,12700.800000000001,1411.2,0,0,74,118,1
txn_28199,cust_4748,20964.72,failed,expired_card,netbanking,24,3,49944.479999999996,2081.02,0,0,182,675,1
txn_11401,cust_9931,12999.86,failed,expired_card,credit_card,15,1,39815.25,2654.35,1,1,27,156,1
txn_61374,cust_6818,20188.53,failed,insufficient_funds,credit_card,31,5,55020.04,1774.84,2,1,519,992,1
txn_16155,cust_4709,83.77,failed,insufficient_funds,debit_card,35,3,7546.7,215.62,2,0,504,647,1
txn_55671,cust_9835,1689.09,failed,insufficient_funds,credit_card,12,7,40692.600000000006,3391.0500000000006,1,1,393,412,1
txn_59429,cust_7683,9173.73,failed,insufficient_funds,credit_card,25,9,98212.0,3928.48,0,0,339,362,1
txn_65751,cust_4764,15917.07,failed,insufficient_funds,debit_card,0,1,0.0,0.0,1,1,438,491,1
txn_90360,cust_3606,17265.49,failed,expired_card,netbanking,40,8,30318.0,757.95,1,1,15,596,1
txn_37076,cust_6241,15541.67,failed,authentication_failed,upi,9,3,8209.529999999999,912.1699999999998,0,0,520,590,0
txn_34272,cust_9811,24530.75,failed,suspected_fraud,upi,43,6,27243.940000000002,633.58,2,2,90,668,0
txn_97178,cust_6451,11501.14,failed,authentication_failed,credit_card,17,6,17536.01,1031.53,2,0,571,870,0
txn_24122,cust_2296,13060.42,failed,authentication_failed,upi,41,8,159413.74,3888.14,2,1,65,141,1
txn_97893,cust_4667,21387.41,failed,expired_card,upi,36,5,42774.12,1188.17,1,0,456,548,0
txn_95867,cust_5444,16577.73,failed,insufficient_funds,credit_card,26,2,129140.7,4966.95,0,0,605,760,1
txn_13696,cust_3451,11136.92,failed,insufficient_funds,debit_card,28,4,81530.96,2911.82,1,1,114,685,1
txn_40099,cust_9345,2590.0,failed,card_declined,credit_card,4,1,3834.36,958.59,1,1,41,105,0
txn_12871,cust_8423,14523.22,failed,card_declined,upi,44,7,197166.64,4481.06,2,1,40,403,1
txn_12179,cust_5557,20587.86,failed,network_error,debit_card,28,8,28337.960000000003,1012.07,2,2,46,109,1
txn_41555,cust_5570,7416.28,failed,network_error,debit_card,23,8,7669.12,333.44,1,0,24,367,1
txn_71250,cust_4075,12915.7,failed,card_declined,credit_card,22,5,44438.68,2019.94,0,0,509,628,1
txn_44148,cust_6445,18092.05,failed,insufficient_funds,credit_card,19,3,84082.59999999999,4425.4,1,0,68,85,0
txn_30466,cust_4109,16593.03,failed,expired_card,upi,49,5,176000.16,3591.84,2,2,206,343,1
txn_17214,cust_5591,20177.0,failed,authentication_failed,upi,20,8,66779.4,3338.97,2,2,31,213,0
txn_40881,cust_5538,19526.76,failed,card_declined,netbanking,21,9,39319.98,1872.38,2,0,5,10,1
txn_52712,cust_3800,4343.63,failed,authentication_failed,debit_card,39,7,92133.98999999999,2362.41,0,0,151,194,0
txn_29873,cust_1508,20186.42,failed,insufficient_funds,credit_card,19,4,16547.1,870.9,0,0,63,262,1
txn_10174,cust_2903,10911.34,failed,card_declined,credit_card,14,4,55333.74,3952.41,1,0,339,474,0
txn_28919,cust_4490,19948.81,failed,expired_card,upi,3,8,10661.61,3553.8700000000003,2,1,168,759,0
txn_49194,cust_3240,12082.5,failed,insufficient_funds,netbanking,34,3,69465.73999999999,2043.1099999999997,2,2,458,958,1
txn_26835,cust_8262,15644.48,failed,insufficient_funds,upi,36,8,47782.44,1327.29,2,2,114,313,0
txn_21442,cust_5690,353.31,failed,expired_card,credit_card,11,5,17635.31,1603.21,2,0,6,113,1
txn_82525,cust_7043,15157.34,failed,insufficient_funds,credit_card,47,9,162557.96,3458.68,0,0,2,50,1
txn_56220,cust_8846,19632.3,failed,expired_card,credit_card,18,6,54817.200000000004,3045.4,0,0,24,215,0
txn_35991,cust_3761,1734.19,failed,card_declined,credit_card,4,9,14862.56,3715.64,1,1,425,518,0
txn_38230,cust_6808,6643.69,failed,insufficient_funds,debit_card,1,8,3318.1,3318.1,1,1,171,208,1
txn_40949,cust_2518,1754.94,failed,card_declined,debit_card,19,3,62275.73,3277.67,1,0,290,403,0
txn_11306,cust_2742,16916.86,failed,expired_card,debit_card,35,2,152035.44999999998,4343.87,0,0,595,745,1
txn_72260,cust_7409,23621.17,failed,expired_card,upi,21,4,74247.18,3535.5799999999995,0,0,284,891,1
txn_52051,cust_5396,23409.87,failed,card_declined,netbanking,35,9,147526.05,4215.03,1,1,262,650,0
txn_92289,cust_5937,18583.48,failed,insufficient_funds,upi,24,4,53485.92,2228.58,0,0,248,341,1
txn_85945,cust_5138,17536.65,failed,insufficient_funds,debit_card,22,4,3681.7,167.35,2,0,366,757,1
txn_31281,cust_6039,1610.03,failed,card_declined,upi,32,2,61560.96,1923.78,2,1,38,314,1
txn_17610,cust_6283,7118.45,failed,suspected_fraud,credit_card,0,7,0.0,0.0,1,1,691,870,0
txn_99160,cust_7864,5195.12,failed,suspected_fraud,credit_card,27,1,121154.4,4487.2,0,0,850,956,1
txn_30025,cust_3817,6247.17,failed,expired_card,debit_card,49,5,193135.46,3941.54,1,1,63,420,1
txn_89052,cust_8352,7561.1,failed,card_declined,credit_card,23,4,25970.22,1129.14,0,0,3,822,1
txn_66704,cust_9312,23104.47,failed,insufficient_funds,debit_card,27,5,101498.67,3759.21,2,0,303,714,1
txn_22356,cust_1802,248.71,failed,authentication_failed,debit_card,22,9,40672.28,1848.74,2,1,52,746,0
txn_58516,cust_3591,8202.23,failed,insufficient_funds,debit_card,15,1,24917.7,1661.18,0,0,137,807,1
txn_66358,cust_3594,4886.88,failed,network_error,debit_card,11,7,25993.33,2363.03,1,0,383,465,1
txn_33199,cust_2700,17364.04,failed,insufficient_funds,credit_card,39,5,141250.98,3621.82,1,1,18,401,1
txn_74925,cust_5384,527.27,failed,insufficient_funds,upi,9,3,10706.13,1189.57,0,0,234,974,1
txn_79166,cust_3294,9806.27,failed,insufficient_funds,credit_card,23,8,113450.03,4932.61,0,0,175,412,0
txn_59170,cust_4552,16990.51,failed,card_declined,upi,49,2,103810.91,2118.59,1,0,93,925,1
txn_20799,cust_1204,15160.67,failed,insufficient_funds,credit_card,23,1,25544.72,1110.64,0,0,305,640,1
txn_10192,cust_1816,502.19,failed,suspected_fraud,credit_card,2,5,2374.62,1187.31,1,1,144,765,0
txn_52056,cust_7811,13414.63,failed,network_error,upi,40,3,28967.600000000002,724.19,1,0,199,336,1
txn_59810,cust_5434,21381.6,failed,network_error,debit_card,45,9,181679.85,4037.33,2,1,648,693,0
txn_65480,cust_3763,18589.88,failed,network_error,debit_card,44,2,85351.2,1939.8,0,0,15,49,1
txn_36946,cust_1634,5541.78,failed,insufficient_funds,credit_card,3,4,966.1800000000001,322.06,2,2,32,59,1
txn_43665,cust_4306,16559.02,failed,card_declined,credit_card,33,8,91979.25,2787.25,0,0,36,124,1
txn_44660,cust_1249,13050.78,failed,insufficient_funds,debit_card,16,3,54218.72,3388.67,0,0,59,500,1
txn_44693,cust_3942,18761.95,failed,authentication_failed,upi,20,4,85553.4,4277.67,0,0,470,899,0
txn_69049,cust_3891,10403.53,failed,expired_card,credit_card,39,2,85089.03,2181.77,1,1,395,616,1
txn_94481,cust_4801,3384.58,failed,card_declined,debit_card,31,1,44408.74,1432.54,1,0,239,318,1
txn_88976,cust_7204,13241.67,failed,network_error,debit_card,12,4,49637.520000000004,4136.46,1,0,437,622,1
txn_85542,cust_8647,24583.48,failed,suspected_fraud,upi,11,1,24403.5,2218.5,0,0,165,340,0
txn_90764,cust_2093,21985.69,failed,insufficient_funds,debit_card,45,2,177321.6,3940.48,0,0,56,120,1
txn_88278,cust_9092,24904.13,failed,network_error,upi,32,6,114032.32,3563.51,1,1,27,331,0
txn_43724,cust_9490,18717.19,failed,network_error,upi,26,3,75366.2,2898.7,0,0,269,365,1
txn_80130,cust_3964,10179.99,failed,insufficient_funds,credit_card,34,6,5795.98,170.47,1,1,114,501,1
txn_75206,cust_7047,20936.13,failed,expired_card,debit_card,4,5,8285.76,2071.44,2,0,68,208,1
txn_18210,cust_5478,11085.23,failed,expired_card,credit_card,47,3,204694.87,4355.21,2,1,183,276,1
txn_80532,cust_4262,24891.0,failed,authentication_failed,debit_card,41,4,192932.47,4705.67,1,0,32,113,1
txn_29610,cust_3961,16954.41,failed,insufficient_funds,netbanking,43,5,15759.93,366.51,2,2,182,277,1
txn_49104,cust_7982,4524.93,failed,expired_card,debit_card,16,2,3100.96,193.81,0,0,375,943,1
txn_96795,cust_1206,11399.07,failed,expired_card,netbanking,25,2,72644.5,2905.78,1,1,36,156,1
txn_32439,cust_9135,14872.37,failed,expired_card,credit_card,29,1,89132.95000000001,3073.55,2,1,830,986,1
txn_99132,cust_1975,24405.87,failed,expired_card,credit_card,23,9,114688.81000000001,4986.47,0,0,209,215,1
txn_25160,cust_7774,11651.99,failed,network_error,credit_card,38,5,185408.84000000003,4879.18,0,0,273,276,0
txn_44314,cust_7034,19745.77,failed,card_declined,credit_card,19,2,26903.05,1415.95,1,1,564,763,1
txn_67124,cust_4155,18994.35,failed,authentication_failed,debit_card,22,8,24544.08,1115.64,0,0,30,56,0
txn_25408,cust_1649,8874.73,failed,insufficient_funds,netbanking,21,4,17218.32,819.92,1,0,376,794,1
txn_55066,cust_8542,14107.04,failed,network_error,credit_card,9,8,14289.84,1587.76,2,1,343,486,1
txn_61934,cust_4318,7696.26,failed,network_error,credit_card,33,9,34140.479999999996,1034.56,0,0,176,184,1
txn_55991,cust_6067,16621.83,failed,insufficient_funds,credit_card,38,1,146273.02,3849.2899999999995,1,0,469,503,1
txn_46683,cust_1446,12105.36,failed,network_error,credit_card,47,2,33080.48,703.84,2,2,89,227,1
txn_44700,cust_3535,22252.6,failed,network_error,debit_card,25,6,30653.750000000004,1226.15,2,0,187,589,1
txn_91972,cust_2445,7002.14,failed,insufficient_funds,credit_card,15,6,45883.049999999996,3058.87,1,1,247,738,1
txn_24079,cust_5482,2221.08,failed,card_declined,upi,4,4,13586.2,3396.55,0,0,31,255,0
txn_30862,cust_4558,6618.02,failed,insufficient_funds,upi,48,4,93360.0,1945.0,0,0,481,626,1
txn_26279,cust_2996,12178.96,failed,authentication_failed,credit_card,7,8,32411.12,4630.16,2,2,229,686,0
txn_28108,cust_6592,3904.58,failed,card_declined,debit_card,29,7,135787.86000000002,4682.34,1,0,238,913,1
txn_40676,cust_3828,19084.19,failed,insufficient_funds,debit_card,14,9,33527.48,2394.82,2,0,384,467,1
txn_77384,cust_5512,10982.56,failed,network_error,credit_card,10,2,11559.5,1155.95,2,0,237,739,1
txn_67415,cust_6048,23063.07,failed,expired_card,debit_card,10,7,7148.8,714.88,0,0,33,42,0
txn_85476,cust_9924,14166.25,failed,authentication_failed,credit_card,37,5,139571.03,3772.19,2,1,712,946,0
txn_23682,cust_5322,8659.84,failed,insufficient_funds,netbanking,39,3,125648.64000000001,3221.76,2,0,6,63,1
txn_85301,cust_2051,23681.68,failed,network_error,upi,48,4,231382.56,4820.47,1,1,209,218,1
txn_37323,cust_6366,24753.22,failed,insufficient_funds,credit_card,27,1,14473.349999999999,536.05,0,0,447,872,0
txn_58847,cust_5567,11347.7,failed,insufficient_funds,credit_card,15,8,45248.1,3016.54,2,1,237,367,1
txn_76809,cust_6698,175.41,failed,insufficient_funds,netbanking,39,3,176723.03999999998,4531.36,0,0,195,916,1
txn_93106,cust_1270,5350.56,failed,expired_card,debit_card,22,2,98741.72,4488.26,2,2,112,162,1
txn_36177,cust_4672,4656.58,failed,insufficient_funds,debit_card,21,5,77723.94,3701.1400000000003,0,0,372,433,1
txn_75785,cust_9185,3470.38,failed,expired_card,debit_card,4,6,18087.28,4521.82,2,2,964,984,1
txn_23026,cust_5059,14186.8,failed,expired_card,upi,9,9,42471.27,4719.03,2,2,61,242,1
txn_70652,cust_7009,1937.74,failed,insufficient_funds,credit_card,28,5,12024.6,429.45,1,0,360,870,1
txn_28395,cust_6898,5615.4,failed,network_error,upi,27,9,6904.17,255.71,1,0,696,968,1
txn_11587,cust_7686,729.89,failed,card_declined,credit_card,46,1,61594.0,1339.0,2,1,426,613,0
txn_53618,cust_5117,8802.94,failed,insufficient_funds,upi,25,1,104737.5,4189.5,1,0,163,529,1
txn_75333,cust_1071,19059.0,failed,suspected_fraud,credit_card,5,5,23376.85,4675.37,0,0,407,675,0
txn_34366,cust_7169,11916.12,failed,card_declined,credit_card,49,2,84639.65999999999,1727.3399999999997,0,0,14,448,0
txn_22306,cust_8566,19350.62,failed,insufficient_funds,debit_card,18,4,50368.5,2798.25,1,1,44,419,1
txn_71584,cust_7524,22486.55,failed,authentication_failed,debit_card,12,6,40938.36,3411.53,1,0,112,164,0
txn_67530,cust_4907,777.42,failed,authentication_failed,credit_card,27,2,76396.5,2829.5,1,1,792,858,0
txn_85308,cust_4558,20920.64,failed,insufficient_funds,debit_card,41,9,61497.130000000005,1499.93,1,1,102,103,1
txn_91780,cust_6316,10740.02,failed,expired_card,upi,22,5,3068.78,139.49,1,0,108,173,1
txn_51247,cust_3053,10872.58,failed,insufficient_funds,debit_card,36,4,41562.0,1154.5,2,2,323,457,1
txn_50031,cust_5906,24145.39,failed,insufficient_funds,upi,31,6,127722.79000000001,4120.09,2,1,193,901,1
txn_37386,cust_3806,19515.72,failed,authentication_failed,credit_card,32,2,22076.8,689.9,0,0,202,270,1
txn_88916,cust_4246,7715.05,failed,card_declined,debit_card,33,8,70914.03,2148.91,0,0,586,924,1
txn_35933,cust_7782,4032.64,failed,insufficient_funds,credit_card,10,5,41912.399999999994,4191.24,0,0,391,459,1
txn_15695,cust_3941,6979.09,failed,insufficient_funds,netbanking,15,1,2212.05,147.47,2,0,187,331,1
txn_35006,cust_5586,6234.44,failed,expired_card,credit_card,38,6,105129.66,2766.57,2,2,283,900,1
txn_22205,cust_2902,4901.47,failed,insufficient_funds,debit_card,16,1,19324.64,1207.79,0,0,520,555,0
txn_62003,cust_5815,11278.96,failed,insufficient_funds,upi,22,7,7729.48,351.34,0,0,293,926,0
txn_55283,cust_4982,17360.45,failed,card_declined,credit_card,36,7,30747.96,854.11,0,0,6,21,0
txn_45733,cust_4969,3182.86,failed,insufficient_funds,upi,44,3,154708.4,3516.1,0,0,11,30,1
txn_45349,cust_7364,8465.91,failed,insufficient_funds,credit_card,37,6,162358.96,4388.08,2,0,148,915,1
txn_13121,cust_9579,9954.95,failed,insufficient_funds,upi,21,4,29949.36,1426.16,1,0,649,677,1
txn_76706,cust_5675,4268.09,failed,insufficient_funds,upi,30,3,147820.8,4927.36,1,0,138,853,1
txn_48751,cust_3363,21271.83,failed,insufficient_funds,netbanking,23,1,16857.850000000002,732.95,0,0,4,107,1
txn_68251,cust_9497,1051.46,failed,network_error,netbanking,46,5,177112.88,3850.28,1,1,280,321,1
txn_95962,cust_7553,24479.83,failed,expired_card,upi,2,1,9450.5,4725.25,0,0,2,12,1
txn_89443,cust_3077,6934.27,failed,suspected_fraud,credit_card,41,8,69155.52,1686.72,0,0,374,444,0
txn_50469,cust_2269,3094.08,failed,expired_card,credit_card,33,9,153496.53,4651.41,0,0,76,336,0
txn_79345,cust_9713,21058.29,failed,card_declined,upi,35,8,87980.9,2513.74,1,0,57,435,1
txn_51486,cust_8452,22265.09,failed,card_declined,debit_card,20,5,60889.399999999994,3044.47,1,1,128,280,0
txn_15573,cust_7135,17882.23,failed,insufficient_funds,debit_card,35,8,139360.9,3981.74,0,0,164,848,1
txn_27046,cust_9386,77.75,failed,insufficient_funds,credit_card,20,8,14522.0,726.1,2,2,206,452,1
txn_66918,cust_8148,13936.63,failed,insufficient_funds,credit_card,16,9,37716.48,2357.28,1,0,109,556,0
txn_66063,cust_7998,19506.53,failed,insufficient_funds,credit_card,34,1,95755.9,2816.35,1,1,190,287,1
txn_98314,cust_1935,20598.98,failed,network_error,debit_card,24,6,80753.04000000001,3364.7100000000005,0,0,508,511,1
txn_42467,cust_9832,3493.49,failed,insufficient_funds,upi,23,6,100756.79,4380.73,2,1,193,566,1
txn_91006,cust_8604,7991.69,failed,card_declined,upi,28,3,52832.920000000006,1886.89,2,0,3,8,1
txn_89526,cust_2644,21827.84,failed,card_declined,upi,42,9,62758.5,1494.25,2,0,43,685,0
txn_50745,cust_3035,13112.91,failed,insufficient_funds,credit_card,27,9,14082.119999999999,521.56,2,2,51,77,1
txn_38621,cust_7582,1249.9,failed,insufficient_funds,netbanking,42,3,146060.04,3477.6200000000003,1,1,369,610,1
txn_58994,cust_6696,20257.61,failed,card_declined,upi,6,7,14305.74,2384.29,0,0,154,376,1
txn_87362,cust_9106,22787.91,failed,insufficient_funds,credit_card,12,9,50192.399999999994,4182.7,1,0,116,889,1
txn_89878,cust_6599,11381.88,failed,card_declined,netbanking,44,7,72956.84,1658.11,2,2,57,215,1
txn_58291,cust_8008,4193.01,failed,insufficient_funds,debit_card,15,4,30951.749999999996,2063.45,2,1,217,963,1
txn_25540,cust_1506,11078.73,failed,expired_card,credit_card,24,7,78694.79999999999,3278.9499999999994,1,0,41,87,0
txn_10390,cust_2464,13155.2,failed,insufficient_funds,upi,0,5,0.0,0.0,0,0,644,673,1
txn_60435,cust_9921,13831.54,failed,card_declined,upi,7,8,28243.32,4034.7599999999998,1,1,123,291,1
txn_71816,cust_6663,9938.0,failed,insufficient_funds,credit_card,30,4,93316.8,3110.56,2,1,39,559,1
txn_44069,cust_8837,11947.13,failed,expired_card,upi,25,5,26411.75,1056.47,0,0,257,530,1
txn_15209,cust_3646,4469.98,failed,expired_card,credit_card,18,5,39078.18000000001,2171.01,1,0,542,598,0
txn_16089,cust_3080,20251.39,failed,authentication_failed,credit_card,20,7,24215.6,1210.78,2,1,117,905,1
txn_15606,cust_6811,9554.75,failed,insufficient_funds,debit_card,17,6,19720.51,1160.03,0,0,364,683,1
txn_51850,cust_5675,14720.61,failed,insufficient_funds,upi,1,6,2383.97,2383.97,2,0,21,22,1
txn_38557,cust_6982,4157.48,failed,card_declined,credit_card,8,6,3135.84,391.98,2,0,42,433,0
txn_87606,cust_2353,9376.51,failed,expired_card,credit_card,18,3,6311.5199999999995,350.64,2,1,77,387,0
txn_19095,cust_4138,6801.97,failed,insufficient_funds,debit_card,20,3,8973.2,448.66,2,0,195,691,0
txn_82013,cust_4899,23996.79,failed,insufficient_funds,credit_card,33,9,149276.82,4523.54,0,0,428,614,1
txn_19837,cust_2231,11384.25,failed,card_declined,netbanking,16,9,14620.32,913.77,2,2,134,345,0
txn_62413,cust_6649,9584.38,failed,card_declined,credit_card,27,3,46510.74,1722.62,2,0,232,444,0
txn_92733,cust_8235,24714.07,failed,insufficient_funds,netbanking,15,8,24679.2,1645.28,1,0,269,518,1
txn_35425,cust_2141,19947.98,failed,expired_card,debit_card,46,2,146093.69999999998,3175.95,2,2,147,370,0
txn_49449,cust_6428,21863.97,failed,network_error,credit_card,0,3,0.0,0.0,1,0,184,233,0
txn_30918,cust_7219,6852.63,failed,expired_card,credit_card,48,5,167570.40000000002,3491.0500000000006,1,0,483,540,1
txn_51979,cust_2366,24913.33,failed,insufficient_funds,debit_card,44,8,38623.64,877.81,2,1,85,444,1
txn_20304,cust_7040,8891.71,failed,insufficient_funds,upi,22,2,64249.02,2920.41,0,0,313,875,1
txn_31292,cust_2882,5653.83,failed,insufficient_funds,upi,41,7,160844.63999999998,3923.0399999999995,2,1,347,435,1
txn_91720,cust_3156,19916.28,failed,expired_card,debit_card,48,7,79430.4,1654.8,1,0,401,589,1
txn_40232,cust_2985,8010.17,failed,card_declined,netbanking,5,2,23566.100000000002,4713.22,2,0,355,550,0
txn_55201,cust_6650,17874.63,failed,insufficient_funds,credit_card,0,4,0.0,0.0,0,0,34,35,0
txn_56994,cust_1220,20219.45,failed,expired_card,credit_card,0,3,0.0,0.0,2,1,546,841,1
txn_50581,cust_9236,14761.85,failed,insufficient_funds,upi,38,9,43645.659999999996,1148.57,0,0,329,491,1
txn_76727,cust_1515,16738.47,failed,suspected_fraud,netbanking,14,3,39637.920000000006,2831.28,0,0,247,272,0
txn_19873,cust_7222,22153.55,failed,network_error,credit_card,9,9,39697.11,4410.79,2,1,521,621,1
txn_21772,cust_6730,664.22,failed,insufficient_funds,debit_card,9,8,2676.78,297.42,2,1,487,549,1
txn_96006,cust_1178,3826.71,failed,insufficient_funds,credit_card,16,2,77272.48,4829.53,1,0,106,183,1
txn_25187,cust_3933,18643.11,failed,insufficient_funds,debit_card,46,8,190602.84,4143.54,2,0,439,467,0
txn_15586,cust_8088,23909.48,failed,insufficient_funds,credit_card,15,6,9512.55,634.17,1,1,592,985,0
txn_38350,cust_2577,23158.82,failed,network_error,upi,24,6,83581.92,3482.58,2,1,285,548,1
txn_74173,cust_2462,16160.84,failed,card_declined,credit_card,27,3,26133.84,967.92,0,0,78,482,1
txn_31045,cust_1687,16574.73,failed,suspected_fraud,upi,47,6,202413.96000000002,4306.68,0,0,621,788,0
txn_93255,cust_1190,16188.59,failed,expired_card,debit_card,39,7,141007.62,3615.58,2,1,199,237,1
txn_80474,cust_4624,16932.28,failed,expired_card,debit_card,40,1,94336.0,2358.4,0,0,48,165,0
txn_18802,cust_1371,20979.4,failed,expired_card,debit_card,30,1,47723.7,1590.79,2,1,50,415,1
txn_80990,cust_4569,1819.35,failed,insufficient_funds,upi,7,3,22296.26,3185.18,0,0,105,247,1
txn_85452,cust_6607,3524.39,failed,insufficient_funds,debit_card,33,9,31047.06,940.82,1,1,1,1,1
txn_13775,cust_4998,12718.56,failed,insufficient_funds,netbanking,1,1,2311.21,2311.21,0,0,56,310,1
txn_61796,cust_5435,10297.2,failed,network_error,upi,48,1,69919.68000000001,1456.66,2,1,132,306,1
txn_58517,cust_2505,7823.71,failed,network_error,credit_card,15,3,5522.85,368.19,0,0,197,448,0
txn_67608,cust_6953,13867.89,failed,card_declined,credit_card,28,6,103348.28,3691.0099999999998,0,0,530,674,1
txn_10215,cust_7240,7727.19,failed,insufficient_funds,credit_card,31,1,112273.31999999999,3621.72,0,0,55,59,1
txn_15583,cust_3365,5854.28,failed,suspected_fraud,credit_card,12,8,48381.24,4031.77,0,0,113,625,0
txn_47052,cust_1294,12746.91,failed,network_error,upi,29,2,68370.11,2357.59,2,2,248,499,1
txn_47333,cust_8942,19573.38,failed,network_error,credit_card,42,5,114233.28,2719.84,0,0,763,882,1
txn_66754,cust_8465,3090.89,failed,insufficient_funds,netbanking,37,8,59507.47,1608.31,0,0,369,411,1
txn_42574,cust_9274,1582.56,failed,insufficient_funds,credit_card,21,4,85229.34,4058.54,2,0,554,989,1
txn_77695,cust_8325,17737.03,failed,authentication_failed,credit_card,24,8,16805.760000000002,700.2400000000001,2,2,57,471,1
txn_28300,cust_8970,1116.35,failed,network_error,credit_card,0,5,0.0,0.0,2,0,54,321,1
txn_90859,cust_3895,19247.59,failed,authentication_failed,netbanking,22,7,23675.960000000003,1076.18,2,2,162,889,1
txn_88863,cust_6325,4039.0,failed,expired_card,credit_card,16,5,66657.92,4166.12,1,1,105,125,1
txn_86276,cust_1437,10067.37,failed,suspected_fraud,credit_card,22,7,31735.879999999997,1442.54,2,2,44,97,1
txn_49886,cust_8264,17504.93,failed,network_error,credit_card,1,7,4162.84,4162.84,2,1,29,69,1
txn_73656,cust_3460,13301.18,failed,expired_card,upi,17,7,70033.03,4119.59,0,0,270,287,1
txn_13174,cust_3565,15498.24,failed,network_error,debit_card,16,1,17020.32,1063.77,2,2,682,917,1
txn_28984,cust_5151,13175.76,failed,suspected_fraud,upi,45,2,108689.84999999999,2415.33,2,1,199,832,0
txn_17382,cust_4672,10338.54,failed,insufficient_funds,debit_card,9,9,27792.72,3088.08,2,0,166,715,1
txn_42167,cust_1343,5216.07,failed,card_declined,credit_card,1,9,1303.2,1303.2,0,0,337,825,0
txn_61567,cust_7961,14560.03,failed,expired_card,credit_card,28,8,13906.76,496.67,0,0,274,914,1
txn_43324,cust_3148,8229.56,failed,insufficient_funds,upi,3,2,7679.52,2559.84,2,2,620,735,1
txn_50718,cust_8246,5453.65,failed,network_error,credit_card,24,1,54714.72,2279.78,0,0,131,538,1
txn_79904,cust_1786,7515.84,failed,card_declined,credit_card,42,1,178815.42,4257.51,2,0,630,643,1
txn_49779,cust_3349,20137.18,failed,network_error,credit_card,24,6,81633.84,3401.41,1,1,157,561,1
txn_47011,cust_7031,4701.17,failed,expired_card,debit_card,13,7,32174.74,2474.98,0,0,45,90,0
txn_81091,cust_4010,13307.35,failed,insufficient_funds,debit_card,29,1,130499.41999999998,4499.98,0,0,590,620,1
txn_52919,cust_8067,1029.66,failed,authentication_failed,credit_card,16,2,13606.56,850.41,2,1,183,791,1
txn_42355,cust_8489,10486.36,failed,insufficient_funds,netbanking,5,4,3424.8500000000004,684.97,2,1,222,238,1
txn_80726,cust_9167,13909.66,failed,card_declined,credit_card,42,5,164065.02,3906.31,2,0,523,565,1
txn_22665,cust_2410,18509.7,failed,suspected_fraud,credit_card,28,6,31851.399999999998,1137.55,0,0,328,387,0
txn_44409,cust_5517,16689.84,failed,card_declined,netbanking,9,6,24166.62,2685.18,1,1,9,14,1
txn_53965,cust_2936,20298.72,failed,card_declined,credit_card,12,2,23528.52,1960.71,1,0,132,938,1
txn_78619,cust_1018,19067.19,failed,card_declined,credit_card,10,9,30521.0,3052.1,0,0,2,307,0
txn_86411,cust_2674,13006.85,failed,insufficient_funds,upi,35,6,132116.95,3774.7700000000004,1,0,4,8,1
txn_41624,cust_7998,8230.71,failed,expired_card,credit_card,21,7,6312.179999999999,300.58,1,0,51,556,1
txn_73753,cust_6682,16835.26,failed,insufficient_funds,credit_card,38,8,92316.81999999999,2429.39,1,1,28,57,1
txn_65087,cust_7495,2900.22,failed,insufficient_funds,upi,31,9,21208.03,684.13,1,0,180,938,1
txn_97838,cust_9534,1176.53,failed,card_declined,upi,46,1,93241.08,2026.98,2,2,402,530,1
txn_16727,cust_3135,2710.26,failed,insufficient_funds,credit_card,48,2,232961.27999999997,4853.36,0,0,431,436,1
txn_91731,cust_6720,21212.13,failed,expired_card,credit_card,22,6,20500.04,931.82,1,0,904,954,0
txn_87209,cust_1004,13682.86,failed,insufficient_funds,credit_card,39,2,6963.0599999999995,178.54,1,0,86,90,1
txn_81558,cust_6092,23317.54,failed,card_declined,credit_card,8,5,21863.76,2732.97,2,1,820,936,0
